numpurch,age,totdol,female,adB,res,validation
60.0,28,100.81,0,1,0,0
8.0,25,110.51,1,1,0,1
92.0,30,455.42,0,1,0,0
12.0,32,267.44,1,1,0,1
104.0,26,194.56,1,1,0,0
70.0,28,412.19,0,1,0,1
13.0,26,253.34,0,1,0,0
12.0,28,323.6,0,0,0,1
90.0,28,246.99,1,1,0,0
10.0,23,102.08,1,0,0,1
6.0,30,128.72,0,0,0,0
93.0,29,186.43,0,0,1,1
6.0,29,135.65,1,0,0,0
56.0,31,310.61,0,1,0,1
13.0,25,344.78,0,0,0,0
59.0,35,179.98,0,1,0,1
86.0,21,245.95,1,1,0,0
10.0,23,285.19,1,0,0,1
80.0,28,422.11,0,1,0,0
45.0,26,119.3,0,1,0,1
5.0,37,367.75,1,1,0,0
58.0,33,155.85,1,1,0,1
13.0,28,246.73,0,1,0,0
42.0,21,137.49,0,0,0,1
75.0,34,151.75,1,0,0,0
47.0,21,210.05,1,0,0,1
47.0,33,286.27,1,0,0,0
7.0,34,389.28,1,0,0,1
48.0,21,123.4,1,0,0,0
40.0,32,456.42,0,1,0,1
56.0,35,233.34,0,1,0,0
7.0,32,477.14,0,0,0,1
79.0,27,382.3,1,1,0,0
67.0,30,133.03,0,1,0,1
50.0,31,441.74,1,1,0,0
59.0,38,381.12,0,0,0,1
40.0,27,141.23,1,1,0,0
82.0,32,249.63,1,1,0,1
99.0,29,111.26,0,1,0,0
11.0,23,327.13,0,0,0,1
79.0,15,122.36,1,0,0,0
12.0,32,145.92,0,1,0,1
88.0,24,208.31,0,0,0,0
10.0,32,219.59,0,0,0,1
40.0,32,395.85,0,0,0,0
89.0,20,112.53,0,0,0,1
10.0,27,249.31,1,1,0,0
89.0,30,267.06,0,1,0,1
100.0,31,231.9,1,1,0,0
52.0,39,255.72,1,0,0,1
40.0,24,293.51,1,0,0,0
94.0,20,147.26,0,1,1,1
14.0,25,470.34,0,0,0,0
47.0,32,283.69,0,0,0,1
93.0,29,425.12,0,1,0,0
90.0,31,130.98,0,0,0,1
6.0,35,267.94,0,0,0,0
89.0,24,512.98,1,0,0,1
47.0,24,468.31,1,0,0,0
42.0,21,238.86,1,0,0,1
81.0,17,196.25,1,0,0,0
45.0,33,235.69,0,0,0,1
8.0,23,247.47,1,1,0,0
103.0,37,279.64,1,1,0,1
37.0,35,257.92,1,0,0,0
9.0,30,155.26,0,0,0,1
11.0,37,355.91,0,1,0,0
53.0,23,193.34,0,0,0,1
87.0,35,104.68,1,0,0,0
93.0,33,229.6,0,0,0,1
48.0,26,137.57,0,0,0,0
8.0,31,105.66,0,1,0,1
49.0,35,132.35,1,0,0,0
7.0,30,312.6,1,1,0,1
51.0,28,266.98,0,1,0,0
111.0,27,320.06,1,0,1,1
51.0,28,230.6,1,1,0,0
54.0,32,184.19,1,0,0,1
46.0,24,323.49,1,1,0,0
57.0,34,369.04,1,0,0,1
85.0,33,329.29,0,0,0,0
50.0,29,207.88,0,0,0,1
57.0,28,406.41,0,0,0,0
56.0,29,542.13,0,0,0,1
9.0,28,199.5,0,0,0,0
9.0,32,158.25,0,1,0,1
9.0,30,154.42,1,0,0,0
86.0,32,243.83,0,1,0,1
49.0,37,503.41,0,0,0,0
14.0,30,456.91,0,1,0,1
63.0,21,150.7,1,1,0,0
40.0,28,200.43,0,0,0,1
14.0,30,226.45,0,1,0,0
92.0,21,114.59,0,1,1,1
14.0,35,312.88,0,1,0,0
13.0,26,294.65,0,1,0,1
48.0,29,287.61,0,0,0,0
8.0,29,151.65,0,0,0,1
87.0,26,386.43,0,1,0,0
82.0,30,146.62,0,1,0,1
92.0,28,266.76,0,1,0,0
98.0,33,203.18,1,1,0,1
9.0,24,142.31,1,1,0,0
36.0,29,223.36,0,0,0,1
7.0,25,174.9,1,1,0,0
54.0,29,313.41,0,0,0,1
87.0,35,100.22,0,1,0,0
8.0,27,144.75,1,0,0,1
39.0,30,266.82,0,1,0,0
45.0,34,327.38,1,0,0,1
95.0,27,225.22,0,0,0,0
12.0,34,121.98,0,0,0,1
54.0,26,337.72,1,1,0,0
93.0,29,446.0,0,1,0,1
41.0,33,465.84,0,0,0,0
10.0,34,240.99,1,1,0,1
55.0,36,184.81,1,0,0,0
94.0,32,294.32,0,1,1,1
84.0,29,219.87,0,1,0,0
9.0,26,461.19,0,1,0,1
52.0,33,372.94,0,0,0,0
58.0,30,268.88,1,1,0,1
110.0,28,156.73,0,0,1,0
104.0,29,517.02,1,0,0,1
37.0,30,346.28,0,0,0,0
57.0,33,206.95,0,1,0,1
76.0,27,125.56,1,1,0,0
18.0,35,223.43,1,0,0,1
13.0,34,144.47,1,1,0,0
89.0,26,312.65,0,0,1,1
60.0,33,163.48,0,1,0,0
12.0,26,218.51,0,1,0,1
49.0,36,157.19,1,1,0,0
56.0,26,223.46,0,1,0,1
17.0,31,444.78,0,1,0,0
6.0,29,151.12,0,1,0,1
83.0,33,150.9,1,0,0,0
57.0,27,623.04,1,1,0,1
82.0,34,168.65,0,1,0,0
52.0,31,131.28,1,0,0,1
33.0,37,234.0,0,1,0,0
63.0,24,182.07,0,1,0,1
103.0,28,308.63,0,0,0,0
11.0,30,369.16,0,1,0,1
94.0,28,165.24,1,0,0,0
56.0,24,327.81,0,0,0,1
10.0,27,242.84,0,0,0,0
78.0,35,184.9,1,1,0,1
13.0,30,155.06,0,1,0,0
10.0,23,149.52,0,0,0,1
99.0,31,334.63,0,1,0,0
79.0,28,115.75,0,0,0,1
9.0,34,463.84,0,1,0,0
53.0,23,242.19,0,0,0,1
9.0,31,154.9,0,0,0,0
45.0,34,312.14,0,0,0,1
6.0,26,215.99,1,1,0,0
43.0,35,134.34,1,0,0,1
99.0,34,170.05,0,1,0,0
13.0,31,192.17,1,0,0,1
40.0,32,225.76,1,1,0,0
52.0,43,272.7,0,1,0,1
7.0,39,411.15,1,0,0,0
59.0,37,287.62,1,0,0,1
16.0,33,368.78,1,1,0,0
49.0,33,550.89,1,0,0,1
52.0,35,334.7,0,1,0,0
10.0,34,243.81,0,0,0,1
82.0,30,347.9,0,0,0,0
8.0,27,478.06,1,0,0,1
13.0,30,527.02,1,0,0,0
86.0,25,441.32,0,0,0,1
7.0,27,383.36,0,1,0,0
8.0,34,334.92,0,0,0,1
93.0,42,196.21,0,1,1,0
93.0,18,340.44,1,0,1,1
54.0,31,160.06,0,0,0,0
58.0,29,399.5,0,1,0,1
11.0,21,152.92,1,1,0,0
37.0,23,154.86,0,0,0,1
8.0,29,176.28,0,0,0,0
9.0,35,117.54,0,1,0,1
88.0,35,162.3,1,1,0,0
42.0,29,165.27,0,0,0,1
11.0,34,287.86,0,1,0,0
41.0,29,204.41,1,0,0,1
101.0,26,525.23,1,0,0,0
79.0,29,356.67,0,0,0,1
92.0,23,193.97,0,1,1,0
86.0,35,169.57,1,1,0,1
9.0,24,213.08,1,1,0,0
78.0,29,198.52,1,0,0,1
54.0,31,353.84,0,0,0,0
6.0,32,164.87,0,1,0,1
65.0,37,492.51,0,0,0,0
97.0,27,111.46,1,1,0,1
81.0,31,328.61,1,1,0,0
12.0,33,187.72,1,0,0,1
51.0,27,229.12,0,0,0,0
87.0,30,316.0,0,1,0,1
39.0,28,361.51,0,0,0,0
14.0,30,198.43,1,1,0,1
107.0,29,203.88,1,0,1,0
7.0,28,379.14,1,0,0,1
41.0,27,363.48,0,0,0,0
86.0,29,187.28,1,1,0,1
53.0,28,125.74,0,1,0,0
52.0,27,185.2,0,0,0,1
95.0,35,368.61,1,1,1,0
13.0,35,291.73,0,1,0,1
43.0,29,495.24,1,0,0,0
47.0,33,331.82,0,0,0,1
55.0,26,138.52,0,1,0,0
8.0,39,143.11,0,1,0,1
16.0,36,229.99,1,1,0,0
11.0,31,192.43,1,1,0,1
88.0,23,148.91,1,1,0,0
103.0,25,118.25,0,1,0,1
35.0,31,128.89,0,1,0,0
72.0,25,284.6,0,1,1,1
80.0,27,221.1,0,1,0,0
58.0,35,143.25,1,1,0,1
7.0,32,200.11,1,1,0,0
7.0,31,471.38,0,0,0,1
95.0,30,391.33,0,0,0,0
97.0,31,224.38,1,1,0,1
73.0,26,154.29,1,0,0,0
17.0,31,415.52,0,0,0,1
41.0,40,462.81,0,0,0,0
79.0,31,256.09,0,1,0,1
54.0,31,313.55,0,0,0,0
7.0,32,223.9,0,1,0,1
9.0,33,218.37,0,1,0,0
42.0,28,397.48,0,1,0,1
76.0,30,157.15,0,0,0,0
52.0,26,146.03,1,1,0,1
78.0,28,138.3,0,1,1,0
74.0,31,415.11,1,0,0,1
94.0,30,372.01,0,1,0,0
63.0,26,153.1,1,1,0,1
45.0,26,143.1,1,0,0,0
76.0,37,132.56,0,0,0,1
50.0,25,135.69,1,1,0,0
81.0,29,133.93,1,1,0,1
77.0,25,201.05,1,1,0,0
15.0,28,107.41,0,1,0,1
60.0,28,155.89,0,0,0,0
97.0,36,170.28,1,1,0,1
87.0,21,277.5,1,0,0,0
7.0,36,149.86,1,0,0,1
48.0,43,243.79,1,0,0,0
48.0,35,111.67,0,0,0,1
45.0,32,245.09,1,1,0,0
98.0,35,210.59,0,0,0,1
85.0,28,111.87,0,1,1,0
5.0,26,161.18,0,0,0,1
86.0,29,252.52,1,1,0,0
6.0,27,116.9,0,1,0,1
65.0,26,204.94,0,0,0,0
84.0,33,155.59,1,0,0,1
6.0,31,184.75,0,1,0,0
6.0,24,289.94,1,0,0,1
96.0,30,107.35,0,0,0,0
52.0,32,157.59,1,0,0,1
51.0,33,125.2,0,0,0,0
8.0,30,156.99,0,1,0,1
12.0,26,105.38,1,1,0,0
54.0,30,360.14,0,1,0,1
53.0,27,149.74,1,1,0,0
13.0,23,241.02,0,0,0,1
90.0,30,168.52,1,1,0,0
64.0,30,303.05,0,0,0,1
79.0,32,106.99,0,0,0,0
77.0,23,307.67,0,0,0,1
13.0,32,131.08,1,1,0,0
8.0,30,200.99,0,1,0,1
96.0,28,257.84,0,0,0,0
54.0,27,121.29,0,1,0,1
57.0,31,239.65,0,0,0,0
51.0,27,183.47,0,0,0,1
40.0,37,176.44,1,1,0,0
78.0,37,364.35,0,1,0,1
88.0,19,305.38,0,0,0,0
10.0,19,272.6,0,1,0,1
89.0,34,386.36,0,1,0,0
11.0,32,156.76,1,1,0,1
75.0,24,132.68,1,1,0,0
84.0,26,292.24,1,0,0,1
55.0,30,337.91,0,1,0,0
86.0,26,593.18,1,1,0,1
89.0,30,520.58,0,1,0,0
46.0,27,148.61,1,0,0,1
53.0,33,202.99,0,0,0,0
83.0,31,304.53,0,0,0,1
86.0,30,196.49,0,0,0,0
55.0,29,303.73,1,0,0,1
49.0,23,268.94,0,0,0,0
90.0,31,274.98,0,0,0,1
56.0,36,314.39,0,0,0,0
85.0,28,267.35,0,1,0,1
9.0,38,242.13,0,1,0,0
9.0,28,295.31,0,1,0,1
99.0,26,253.62,1,0,0,0
38.0,21,123.96,1,0,0,1
52.0,25,243.31,1,0,0,0
82.0,30,225.96,0,0,0,1
88.0,23,294.63,1,0,1,0
7.0,26,252.25,0,1,0,1
45.0,20,139.54,0,1,0,0
41.0,37,294.82,1,0,0,1
53.0,37,386.28,0,1,1,0
46.0,27,440.22,0,0,0,1
41.0,28,256.96,1,0,0,0
7.0,30,176.71,0,0,0,1
55.0,38,378.56,0,1,0,0
9.0,26,200.89,1,0,0,1
86.0,29,170.59,1,0,0,0
81.0,27,208.47,1,1,0,1
12.0,31,356.82,1,0,0,0
7.0,32,179.93,1,1,0,1
47.0,30,381.75,0,0,0,0
52.0,29,378.35,0,1,0,1
102.0,29,432.34,0,1,0,0
47.0,25,124.04,1,1,0,1
44.0,28,531.39,1,1,0,0
87.0,31,122.13,1,1,1,1
98.0,28,582.56,0,0,0,0
47.0,24,204.17,0,1,0,1
85.0,35,109.84,0,0,0,0
7.0,34,106.2,0,0,0,1
3.0,30,152.7,0,0,0,0
80.0,30,293.44,0,0,0,1
9.0,24,321.87,1,0,0,0
12.0,30,314.42,1,1,0,1
89.0,27,499.58,0,1,0,0
38.0,25,415.58,0,0,0,1
95.0,33,186.49,1,1,0,0
12.0,31,100.25,0,0,0,1
8.0,28,242.34,0,1,0,0
6.0,33,273.33,1,1,0,1
105.0,32,103.08,0,1,0,0
15.0,27,269.75,0,1,0,1
51.0,26,440.37,1,1,0,0
41.0,28,234.34,1,0,0,1
90.0,28,247.72,1,1,0,0
84.0,30,147.77,1,0,0,1
97.0,30,107.54,1,1,0,0
112.0,26,126.47,1,1,1,1
13.0,28,478.5,0,0,0,0
108.0,31,107.1,1,0,1,1
13.0,33,165.75,0,0,0,0
73.0,30,128.19,0,1,0,1
46.0,30,135.11,0,1,0,0
103.0,35,134.8,0,1,1,1
10.0,31,190.3,0,0,0,0
103.0,27,191.74,0,0,1,1
7.0,29,114.38,1,1,0,0
94.0,31,197.46,0,1,1,1
98.0,35,198.67,0,1,0,0
13.0,31,142.72,0,1,0,1
45.0,24,434.35,1,1,0,0
99.0,22,125.49,1,0,0,1
94.0,22,100.05,0,1,1,0
41.0,35,232.81,1,1,0,1
64.0,25,135.52,1,0,0,0
50.0,32,447.09,0,1,0,1
68.0,27,119.63,0,1,0,0
49.0,33,193.42,0,0,0,1
8.0,38,277.97,0,1,0,0
47.0,27,100.97,0,0,0,1
7.0,34,251.31,1,0,0,0
55.0,29,206.09,0,1,0,1
61.0,27,131.5,1,1,0,0
6.0,38,229.67,1,1,0,1
88.0,31,181.36,0,1,0,0
89.0,36,116.6,1,0,1,1
6.0,31,144.16,1,0,0,0
51.0,27,572.82,0,1,0,1
11.0,28,222.5,1,0,0,0
89.0,23,153.02,1,0,0,1
6.0,34,298.7,0,0,0,0
12.0,30,140.79,0,1,0,1
28.0,28,318.43,1,0,0,0
53.0,35,330.59,1,1,0,1
55.0,33,553.68,1,1,0,0
112.0,32,329.98,0,1,0,1
60.0,27,220.83,0,1,0,0
45.0,28,295.62,0,0,0,1
60.0,29,181.65,0,0,0,0
87.0,24,122.78,0,1,0,1
77.0,23,141.78,1,0,0,0
50.0,18,341.47,0,1,0,1
13.0,28,259.17,0,0,0,0
100.0,32,199.9,1,0,1,1
43.0,29,261.24,1,1,0,0
9.0,31,125.63,1,0,0,1
9.0,30,172.78,0,0,0,0
57.0,23,292.7,0,1,0,1
105.0,37,210.41,0,0,1,0
64.0,37,341.68,1,1,0,1
42.0,29,366.23,0,1,0,0
88.0,31,277.78,0,1,0,1
51.0,39,182.77,0,0,0,0
47.0,32,314.54,1,0,0,1
12.0,33,468.66,0,0,0,0
111.0,25,134.12,0,1,0,1
10.0,32,641.17,0,1,0,0
83.0,37,523.03,0,1,1,1
66.0,34,191.11,0,0,0,0
59.0,25,353.25,0,0,0,1
49.0,33,129.42,0,1,0,0
10.0,30,205.73,1,0,0,1
47.0,28,623.84,0,0,0,0
42.0,18,306.95,0,0,0,1
95.0,34,211.65,0,0,0,0
50.0,37,471.98,0,1,0,1
8.0,35,376.43,1,1,0,0
88.0,32,321.72,0,0,0,1
48.0,29,137.11,0,0,0,0
87.0,32,553.26,0,0,0,1
9.0,35,110.46,1,1,0,0
6.0,26,125.68,1,0,0,1
105.0,31,407.52,0,0,0,0
34.0,36,132.97,1,1,0,1
44.0,35,131.74,1,0,0,0
11.0,37,262.74,0,0,0,1
106.0,23,320.01,0,1,0,0
68.0,30,212.36,1,0,0,1
58.0,37,125.49,1,1,0,0
95.0,38,278.3,1,1,0,1
7.0,25,723.51,0,1,0,0
46.0,25,193.4,1,0,0,1
50.0,26,508.46,0,1,0,0
86.0,27,203.52,1,1,0,1
39.0,24,301.12,1,0,0,0
53.0,31,193.28,1,0,0,1
49.0,31,119.19,1,0,0,0
8.0,29,102.13,0,0,0,1
12.0,32,375.88,0,0,0,0
6.0,20,412.49,0,1,0,1
7.0,31,129.13,1,1,0,0
7.0,37,294.07,1,1,0,1
10.0,34,153.93,0,1,0,0
11.0,25,154.49,1,1,0,1
14.0,31,237.86,0,0,0,0
11.0,28,489.6,0,0,0,1
9.0,32,218.54,0,1,0,0
48.0,24,229.36,0,1,0,1
11.0,38,346.38,0,1,0,0
61.0,30,142.59,1,1,0,1
14.0,28,118.11,0,1,0,0
49.0,27,215.77,0,0,0,1
83.0,31,286.61,0,1,0,0
83.0,32,224.25,0,1,1,1
81.0,27,107.27,1,0,0,0
7.0,36,418.24,0,1,0,1
10.0,32,112.7,0,1,0,0
54.0,22,134.15,1,0,0,1
93.0,31,136.68,1,1,0,0
12.0,30,102.25,1,0,0,1
87.0,35,160.93,0,1,1,0
41.0,29,326.2,1,1,0,1
85.0,37,482.36,1,1,0,0
7.0,26,218.67,1,0,0,1
51.0,25,229.99,1,1,0,0
54.0,28,277.85,0,1,0,1
90.0,31,190.38,1,1,0,0
13.0,30,349.45,0,1,0,1
10.0,33,122.92,0,1,0,0
96.0,38,158.46,0,1,0,1
87.0,27,261.85,1,0,0,0
11.0,40,181.58,0,1,0,1
97.0,27,125.3,1,1,0,0
88.0,26,127.89,1,1,0,1
15.0,29,179.29,0,0,0,0
53.0,32,328.58,0,0,0,1
100.0,32,203.59,0,1,0,0
114.0,27,109.59,0,1,0,1
95.0,26,214.19,0,1,0,0
6.0,25,281.35,0,0,0,1
6.0,39,123.25,1,1,0,0
15.0,33,123.98,0,1,0,1
5.0,35,370.16,1,1,0,0
89.0,27,236.92,1,1,0,1
10.0,27,402.37,1,0,0,0
56.0,34,796.45,1,1,0,1
45.0,26,194.3,0,0,0,0
96.0,36,430.35,0,1,0,1
50.0,26,263.95,0,0,0,0
9.0,32,235.36,1,0,0,1
11.0,26,246.32,0,0,0,0
8.0,41,249.7,0,0,0,1
90.0,38,124.74,0,1,0,0
47.0,25,221.07,1,1,0,1
61.0,28,249.85,0,0,0,0
84.0,30,109.23,1,0,0,1
14.0,32,200.57,0,0,0,0
88.0,25,192.33,0,0,0,1
45.0,26,531.3,0,1,0,0
96.0,29,145.24,1,1,1,1
95.0,32,178.84,1,1,0,0
15.0,28,186.15,1,0,0,1
46.0,42,231.88,0,0,0,0
52.0,27,607.3,1,1,0,1
13.0,35,103.1,1,0,0,0
40.0,39,269.82,1,1,0,1
11.0,26,348.65,0,0,0,0
54.0,39,143.92,1,0,0,1
14.0,33,320.41,1,1,0,0
9.0,33,375.72,0,0,0,1
10.0,22,254.32,0,1,0,0
15.0,36,329.06,0,1,0,1
12.0,41,235.33,1,0,0,0
57.0,36,540.7,1,1,0,1
72.0,22,363.08,0,0,0,0
86.0,28,332.71,0,1,0,1
82.0,25,195.93,1,0,0,0
56.0,26,289.28,1,1,0,1
3.0,27,255.81,0,1,0,0
11.0,24,132.18,0,0,0,1
86.0,21,273.59,1,1,0,0
37.0,30,166.84,0,1,0,1
10.0,30,119.68,1,0,0,0
46.0,34,183.05,1,0,0,1
99.0,29,151.16,0,1,1,0
12.0,34,228.29,0,0,0,1
81.0,38,152.56,1,1,0,0
55.0,34,139.59,0,0,0,1
93.0,30,181.11,1,0,0,0
96.0,36,237.06,1,1,0,1
93.0,32,141.45,0,1,1,0
11.0,24,315.48,0,1,0,1
103.0,36,426.59,1,1,0,0
81.0,25,169.88,0,0,0,1
102.0,26,463.32,0,0,0,0
55.0,30,363.68,0,1,0,1
50.0,34,356.19,0,1,0,0
45.0,35,255.54,0,0,0,1
102.0,26,108.91,1,1,0,0
95.0,26,381.91,1,1,0,1
53.0,33,260.7,0,0,0,0
87.0,27,285.63,1,1,1,1
44.0,30,215.54,1,0,0,0
55.0,30,111.1,1,1,0,1
7.0,24,188.43,1,0,0,0
84.0,30,288.5,0,1,0,1
39.0,30,415.58,0,0,0,0
6.0,22,121.44,0,1,0,1
49.0,31,108.08,1,0,0,0
89.0,29,196.21,1,1,0,1
91.0,35,306.71,0,1,1,0
85.0,29,131.12,1,0,0,1
51.0,33,302.85,1,0,0,0
87.0,26,292.43,1,0,0,1
10.0,36,353.52,0,1,0,0
126.0,30,335.66,0,1,0,1
93.0,30,277.32,0,1,0,0
81.0,22,567.68,0,0,0,1
81.0,30,350.92,0,0,0,0
12.0,25,189.23,0,0,0,1
12.0,32,201.89,0,0,0,0
15.0,29,199.06,1,0,0,1
103.0,28,160.33,0,0,0,0
10.0,25,310.41,0,0,0,1
14.0,29,103.86,1,1,0,0
13.0,34,138.74,1,0,0,1
50.0,23,133.73,0,1,0,0
7.0,28,190.92,0,0,0,1
88.0,29,113.76,0,1,0,0
42.0,20,145.65,0,1,0,1
99.0,28,129.88,0,0,0,0
47.0,29,100.88,1,1,0,1
13.0,32,461.36,1,1,0,0
7.0,29,305.0,0,1,0,1
57.0,31,187.75,0,1,0,0
11.0,38,279.06,0,1,0,1
54.0,26,405.58,0,1,0,0
9.0,28,220.11,0,1,0,1
85.0,27,114.89,0,1,0,0
95.0,29,166.79,0,1,0,1
86.0,24,458.44,0,1,0,0
101.0,30,321.17,0,0,0,1
89.0,32,184.16,1,0,0,0
47.0,29,500.9,1,0,0,1
85.0,25,125.44,1,0,0,0
13.0,20,107.18,1,1,0,1
94.0,31,230.36,1,1,0,0
50.0,27,166.61,0,0,0,1
10.0,27,222.04,1,0,0,0
56.0,28,271.13,0,0,0,1
95.0,28,314.22,0,0,0,0
48.0,28,117.21,0,1,0,1
81.0,37,399.49,0,1,0,0
101.0,31,226.6,0,0,0,1
85.0,18,473.63,1,1,1,0
105.0,27,291.99,1,0,0,1
22.0,30,238.79,1,1,0,0
6.0,26,330.95,0,1,0,1
8.0,38,196.54,0,1,0,0
50.0,36,191.21,0,1,0,1
11.0,27,235.55,1,1,0,0
12.0,27,191.18,1,0,0,1
88.0,30,288.1,1,1,0,0
86.0,28,194.49,1,1,0,1
38.0,25,130.38,1,0,0,0
38.0,33,217.17,1,1,0,1
88.0,34,270.6,0,0,0,0
52.0,29,180.85,1,0,0,1
11.0,33,292.37,1,0,0,0
7.0,30,193.54,1,0,0,1
44.0,27,210.04,0,1,0,0
15.0,28,179.79,1,0,0,1
50.0,28,518.05,0,1,0,0
48.0,26,286.36,1,0,0,1
11.0,27,244.61,0,1,0,0
45.0,25,328.81,0,0,0,1
50.0,31,105.53,1,1,0,0
93.0,29,223.07,1,0,0,1
5.0,31,338.42,0,0,0,0
54.0,32,222.53,1,1,0,1
91.0,30,198.73,1,0,0,0
11.0,29,379.39,0,1,0,1
9.0,42,117.98,0,1,0,0
46.0,23,123.77,0,1,0,1
14.0,42,372.24,1,1,0,0
42.0,29,433.8,1,0,0,1
5.0,40,321.01,0,0,0,0
64.0,36,188.2,1,0,0,1
99.0,36,174.77,1,0,0,0
71.0,36,186.74,1,0,0,1
11.0,36,228.95,1,0,0,0
89.0,30,209.0,0,0,0,1
94.0,32,223.32,1,0,0,0
97.0,29,160.42,0,1,1,1
7.0,22,312.42,0,1,0,0
85.0,23,119.88,1,1,0,1
13.0,28,353.11,1,0,0,0
77.0,37,131.24,0,0,0,1
89.0,27,368.11,0,0,0,0
68.0,33,200.14,0,0,0,1
93.0,31,369.72,0,0,0,0
5.0,25,234.48,0,1,0,1
103.0,36,395.95,0,0,0,0
15.0,27,403.15,1,1,0,1
49.0,24,449.11,0,1,0,0
74.0,22,184.5,0,1,0,1
13.0,37,271.28,0,0,0,0
78.0,35,222.12,0,1,1,1
53.0,33,431.45,1,0,0,0
72.0,30,105.89,1,0,0,1
88.0,32,119.18,0,0,0,0
9.0,32,354.52,0,0,0,1
9.0,28,438.88,1,1,0,0
84.0,28,384.12,0,0,0,1
88.0,30,307.57,0,0,0,0
5.0,27,377.71,1,1,0,1
52.0,26,246.34,0,1,0,0
10.0,27,169.6,0,0,0,1
85.0,27,171.72,0,0,0,0
38.0,34,234.08,1,0,0,1
96.0,25,123.57,0,1,0,0
50.0,31,247.45,0,1,0,1
43.0,36,179.51,0,0,0,0
83.0,35,283.28,1,1,0,1
92.0,33,161.98,0,0,0,0
94.0,32,245.55,1,1,0,1
53.0,30,603.58,1,0,0,0
90.0,42,181.34,0,0,0,1
55.0,31,222.97,0,0,0,0
91.0,26,121.11,0,1,1,1
45.0,34,197.98,0,1,0,0
85.0,26,224.26,1,1,0,1
53.0,33,116.74,1,1,0,0
105.0,34,219.78,1,1,1,1
8.0,30,271.39,0,0,0,0
102.0,25,545.64,0,0,0,1
10.0,35,468.23,0,0,0,0
9.0,39,203.89,0,0,0,1
104.0,23,436.62,0,1,0,0
86.0,21,261.8,0,1,0,1
48.0,29,214.97,1,1,0,0
5.0,35,169.63,0,1,0,1
9.0,32,124.45,1,1,0,0
52.0,29,276.27,0,1,0,1
92.0,30,308.55,0,1,1,0
4.0,27,166.37,1,1,0,1
10.0,37,367.02,1,0,0,0
82.0,32,373.79,0,0,0,1
54.0,32,259.49,0,0,0,0
90.0,32,367.99,1,0,1,1
7.0,25,247.47,1,0,0,0
83.0,23,366.87,1,0,0,1
4.0,30,126.45,0,0,0,0
7.0,30,138.35,0,0,0,1
64.0,37,195.89,0,0,0,0
9.0,19,242.44,0,0,0,1
54.0,35,227.97,0,1,0,0
8.0,34,200.01,1,0,0,1
7.0,21,305.76,0,1,0,0
85.0,30,177.74,0,1,0,1
13.0,28,273.7,1,0,0,0
80.0,30,388.98,0,1,0,1
95.0,30,361.52,1,1,0,0
95.0,28,222.84,1,0,1,1
55.0,32,148.74,1,1,0,0
8.0,26,217.6,0,1,0,1
43.0,28,208.55,0,0,0,0
9.0,29,302.81,0,0,0,1
75.0,32,191.72,0,0,0,0
11.0,27,137.81,0,0,0,1
43.0,33,106.15,1,0,0,0
90.0,30,100.81,0,1,1,1
91.0,37,133.07,0,0,0,0
12.0,24,483.2,1,0,0,1
12.0,33,380.11,1,1,0,0
94.0,29,263.63,0,1,0,1
11.0,24,346.05,0,0,0,0
69.0,29,365.89,1,0,0,1
12.0,31,219.11,0,0,0,0
90.0,29,367.11,1,1,0,1
47.0,38,108.9,0,0,0,0
54.0,28,294.4,1,0,0,1
6.0,22,368.47,0,0,0,0
101.0,31,111.58,0,0,0,1
49.0,25,164.13,1,1,0,0
107.0,32,145.14,1,1,0,1
10.0,36,230.71,0,1,0,0
5.0,33,203.88,0,1,0,1
6.0,28,133.1,1,1,0,0
59.0,31,328.51,0,1,0,1
9.0,36,354.23,0,0,0,0
54.0,29,121.47,0,1,0,1
12.0,30,172.49,1,0,0,0
10.0,29,300.49,0,1,0,1
63.0,24,197.92,0,1,0,0
9.0,23,514.61,1,1,0,1
8.0,34,123.65,1,0,0,0
4.0,25,258.62,0,0,0,1
101.0,42,232.74,1,1,0,0
46.0,29,368.27,0,1,0,1
90.0,26,108.45,0,0,0,0
57.0,29,104.81,0,0,0,1
84.0,29,197.4,0,0,0,0
98.0,30,124.27,1,0,0,1
62.0,33,195.88,1,0,0,0
90.0,28,121.81,0,0,0,1
100.0,30,457.99,1,0,0,0
7.0,35,401.34,0,1,0,1
11.0,24,112.13,0,0,0,0
93.0,29,201.43,0,0,0,1
12.0,36,219.78,1,1,0,0
45.0,27,311.3,1,0,0,1
64.0,27,422.66,1,0,0,0
52.0,29,308.85,1,0,0,1
14.0,25,271.7,0,0,0,0
89.0,34,290.84,0,0,0,1
39.0,21,130.89,1,1,0,0
15.0,27,339.87,0,0,0,1
82.0,28,291.38,1,1,0,0
81.0,34,138.17,0,0,0,1
85.0,28,221.27,1,1,0,0
48.0,25,313.01,0,0,0,1
94.0,37,307.19,1,1,0,0
16.0,22,356.52,1,1,0,1
52.0,26,299.26,0,1,1,0
71.0,33,134.66,0,0,0,1
6.0,32,201.98,0,1,0,0
6.0,26,160.13,1,1,0,1
62.0,22,168.62,0,1,0,0
92.0,34,111.88,1,1,0,1
6.0,32,256.66,1,0,0,0
9.0,24,557.77,0,1,0,1
62.0,32,239.88,0,0,0,0
48.0,31,125.98,0,1,0,1
12.0,39,324.25,1,1,0,0
11.0,27,117.33,1,0,0,1
